cpu_cores_total,cpu_watts,gpu_cores_total,gpu_vram_total_gb,gpu_watts,ram_total_gb,cpu_cores_used,gpu_cores_used,gpu_vram_used_gb,ram_used_gb,current_cpu_power_w,current_gpu_power_w,req_cpu_cores,req_gpu_cores,req_gpu_vram_gb,req_ram_gb
24,125,2048,16,200,128,21,1431,1.3,24.1,109.38,139.75,6,1405,4.7,34.3
24,125,10240,48,200,128,4,2087,20.3,25.5,20.83,40.76,12,932,3.5,38.2
24,180,2048,24,300,64,3,151,7.3,7.1,22.5,22.12,2,252,2.8,12.3
32,125,2048,8,450,256,16,941,1.5,201.6,62.5,206.76,7,465,2.2,235.8
8,250,4096,16,200,64,2,1457,5.8,21.6,62.5,71.14,2,3014,10.1,9.2
8,125,10240,16,200,64,0,6674,3.0,18.0,0.0,130.35,2,2665,8.4,41.7
64,125,10240,24,300,128,32,6734,14.2,23.9,62.5,197.29,23,6708,6.3,21.6
64,95,4096,8,300,128,16,315,2.0,41.7,23.75,23.07,8,415,7.9,26.8
24,250,2048,8,300,128,4,887,0.4,11.9,41.67,129.93,15,440,2.0,18.1
16,95,4096,24,300,128,2,1872,3.3,36.9,11.88,137.11,10,709,6.1,28.9
32,250,8192,24,300,64,24,739,17.1,54.5,187.5,27.06,10,2070,1.8,7.6
24,95,8192,24,350,64,5,2207,16.0,3.4,19.79,94.29,10,855,2.6,8.3
16,180,10240,16,450,128,5,3744,9.8,22.2,56.25,164.53,5,914,2.1,7.1
32,125,2048,8,450,256,5,365,0.8,57.2,19.53,80.2,6,495,1.4,40.7
24,180,2048,8,300,64,6,520,1.3,37.0,45.0,76.17,6,508,0.5,11.0
8,125,4096,48,450,64,4,2516,8.3,59.2,62.5,276.42,3,588,3.6,6.3
24,250,10240,24,350,64,4,1413,7.3,13.4,41.67,48.3,6,1706,11.5,19.2
24,125,2048,24,300,512,2,1826,20.4,148.7,10.42,267.48,27,479,16.8,116.4
64,180,10240,16,300,256,27,4710,5.0,27.1,75.94,137.99,6,1775,1.0,27.1
24,95,4096,16,300,64,2,642,2.6,30.8,7.92,47.02,23,524,3.2,50.2
32,95,4096,48,350,512,11,3806,19.2,123.7,32.66,325.22,7,2663,14.4,256.8
32,125,10240,16,450,256,8,3658,3.8,156.2,31.25,160.75,23,2349,1.4,101.6
16,95,8192,24,200,128,2,3675,5.3,23.8,11.88,89.72,11,501,6.0,25.5
16,250,2048,24,350,64,2,382,4.3,5.9,31.25,65.28,9,433,3.2,3.8
16,250,10240,8,300,256,9,2203,1.1,21.2,140.62,64.54,3,2519,0.8,35.3
64,95,2048,8,300,512,24,616,2.7,114.9,35.62,90.23,38,358,0.9,40.9
32,180,10240,24,200,128,17,3810,6.0,31.4,95.62,74.41,29,3616,3.0,59.9
24,250,2048,8,300,128,5,1267,0.6,37.7,52.08,185.6,2,2264,2.5,80.2
64,250,8192,48,200,512,25,3195,15.7,136.5,97.66,78.0,49,645,9.0,353.4
8,180,10240,8,200,64,1,577,2.4,19.7,22.5,11.27,1,2329,1.0,43.6
8,180,4096,8,200,128,1,873,2.6,49.1,22.5,42.63,3,1159,1.9,21.5
64,250,8192,24,200,512,17,2730,22.2,293.8,66.41,66.65,10,502,6.9,118.0
16,180,2048,16,450,64,4,416,5.1,44.6,45.0,91.41,6,1165,4.8,8.6
24,95,2048,8,200,64,18,357,1.4,9.5,71.25,34.86,7,499,0.6,8.5
24,95,10240,24,300,256,4,834,8.4,78.9,15.83,24.43,4,2230,4.2,60.6
32,180,2048,24,450,128,12,726,5.9,51.6,67.5,159.52,3,182,7.7,19.8
24,180,8192,48,350,512,6,2704,16.8,257.8,45.0,115.53,7,8774,17.1,39.7
16,125,8192,16,200,512,2,1118,2.1,174.1,15.62,27.29,7,1185,2.8,88.7
64,180,8192,48,200,128,23,6378,6.8,22.5,64.69,155.71,14,2811,34.4,61.2
8,250,10240,8,300,512,4,4462,0.5,35.5,125.0,130.72,2,5075,5.1,97.4
24,95,8192,8,300,64,8,801,0.5,20.0,31.67,29.33,6,830,2.7,12.8
32,95,4096,48,200,64,2,2452,13.3,12.6,5.94,119.73,7,1956,10.6,13.2
64,125,8192,24,200,512,13,3326,4.3,141.7,25.39,81.2,8,730,4.9,144.7
24,250,4096,16,300,128,4,1243,3.1,40.5,41.67,91.04,3,1787,2.5,14.2
8,95,8192,24,450,512,3,1063,5.6,270.5,35.62,58.39,6,2341,5.6,350.7
8,250,10240,24,200,128,0,1621,10.0,21.6,0.0,31.66,3,2994,12.1,74.1
64,95,10240,16,350,128,9,3422,4.0,73.2,13.36,116.96,17,1628,4.6,34.2
64,95,10240,24,200,512,42,714,7.7,393.2,62.34,13.95,16,2135,15.4,66.0
24,180,8192,48,350,512,4,7552,14.1,64.2,30.0,322.66,2,9332,26.2,50.4
8,180,8192,8,200,128,2,442,1.9,24.6,45.0,10.79,2,1505,1.3,18.6
64,95,4096,48,350,512,27,3794,14.3,384.9,40.08,324.19,8,221,4.3,51.1
64,125,10240,24,300,128,46,2684,4.9,38.3,89.84,78.63,4,1956,1.9,17.8
8,125,8192,24,300,512,1,5068,14.3,107.7,15.62,185.6,7,2356,4.0,245.6
24,180,8192,8,350,512,13,1030,4.0,150.9,97.5,44.01,2,9677,0.9,123.2
8,250,2048,8,350,128,1,586,6.2,18.4,31.25,100.15,2,886,1.6,12.8
64,125,4096,16,300,128,34,688,13.0,27.0,66.41,50.39,9,323,1.0,14.6
24,125,10240,24,200,256,8,1190,2.0,47.9,41.67,23.24,8,730,4.2,86.8
16,180,4096,16,350,64,1,2435,4.6,26.6,11.25,208.07,3,1039,3.2,17.4
8,125,2048,24,300,512,2,110,9.6,63.9,31.25,16.11,2,104,5.2,145.9
16,125,10240,16,200,128,4,1480,14.1,46.7,31.25,28.91,5,4493,5.1,9.0
64,95,10240,16,350,128,15,7661,3.8,27.5,22.27,261.85,12,1262,1.6,87.5
16,250,10240,8,300,256,3,5218,0.7,123.3,46.88,152.87,4,3783,5.8,54.6
24,125,2048,24,300,512,4,1539,4.8,129.9,20.83,225.44,24,502,6.3,101.7
24,125,2048,16,200,128,1,46,5.0,27.5,5.21,4.49,2,601,2.4,27.7
8,180,2048,16,450,64,0,120,4.3,59.3,0.0,26.37,2,1343,1.3,13.1
32,180,4096,8,300,256,22,1598,1.6,75.2,123.75,117.04,9,1208,0.8,74.3
32,95,4096,8,450,512,11,3590,1.2,84.1,32.66,394.41,6,3464,0.6,129.8
8,95,2048,24,300,64,0,538,4.1,59.3,0.0,78.81,2,135,6.2,13.2
16,180,4096,24,200,256,6,775,10.7,68.1,67.5,37.84,5,4293,4.1,287.0
24,95,8192,8,350,256,3,4637,1.9,36.7,11.88,198.11,6,1428,1.8,70.9
8,250,10240,8,300,512,2,5670,7.6,90.4,62.5,166.11,2,594,2.1,222.9
64,95,8192,16,450,256,59,2772,2.3,164.4,87.58,152.27,8,4100,10.3,22.5
32,180,4096,48,450,256,8,324,8.0,106.9,45.0,35.6,10,1135,10.7,23.9
16,125,8192,16,200,512,2,5890,3.7,292.4,15.62,143.8,2,1836,2.4,139.7
8,95,2048,24,300,64,1,235,12.3,14.6,11.88,34.42,2,118,10.0,9.6
32,125,10240,16,300,64,7,1028,8.0,19.6,27.34,30.12,9,2456,2.2,15.9
8,125,8192,48,300,512,1,1274,8.1,111.8,15.62,46.66,1,2014,16.9,145.9
32,95,8192,8,300,128,12,1726,3.2,51.0,35.62,63.21,8,1404,3.4,83.1
64,95,2048,8,300,512,20,290,1.9,177.3,29.69,42.48,26,485,1.5,49.2
64,125,4096,16,300,128,12,1545,0.4,37.7,23.44,113.16,10,2590,0.9,56.3
32,250,8192,24,300,64,0,3366,0.4,48.0,0.0,123.27,4,2263,2.7,9.8
64,95,4096,8,350,128,16,1413,5.1,49.5,23.75,120.74,70,2232,2.6,19.9
16,125,10240,16,200,128,3,6106,5.5,18.7,23.44,119.26,3,4175,2.4,81.0
64,180,10240,8,350,512,25,3364,0.4,257.1,70.31,114.98,18,2714,0.4,56.4
32,250,4096,48,200,512,11,753,23.7,283.3,85.94,36.77,10,583,39.2,49.1
24,95,8192,48,300,256,20,1368,31.6,39.1,79.17,50.1,6,528,7.3,24.1
32,95,4096,8,450,512,9,1104,0.6,168.2,26.72,121.29,5,347,1.3,101.6
64,180,10240,16,300,256,19,1110,3.2,214.3,53.44,32.52,35,2176,3.2,269.6
8,95,8192,24,450,512,1,2598,18.0,256.8,11.88,142.71,4,1183,7.1,36.3
16,95,4096,24,300,128,10,824,12.6,24.6,59.38,60.35,3,210,4.6,37.5
16,125,8192,16,200,512,4,2533,1.8,21.0,31.25,61.84,4,1580,5.1,89.2
8,125,8192,24,300,512,6,7023,4.7,444.2,93.75,257.19,5,4613,6.5,61.0
8,95,8192,48,350,512,4,2604,14.9,419.5,47.5,111.25,2,1574,18.2,399.0
24,95,4096,48,200,128,5,1844,20.4,41.0,19.79,90.04,3,501,6.4,65.7
16,95,4096,24,300,128,5,367,4.4,48.1,29.69,26.88,2,789,2.7,19.7
16,180,10240,16,450,128,1,3950,6.1,38.2,11.25,173.58,4,793,3.8,46.1
24,95,2048,16,200,256,18,387,7.8,142.0,71.25,37.79,5,111,7.7,70.2
16,180,10240,16,350,128,7,891,8.9,55.8,78.75,30.45,4,2973,4.2,16.8
16,95,8192,48,200,128,4,1140,4.5,41.5,23.75,27.83,13,3716,5.1,10.4
64,95,2048,8,300,512,33,119,4.1,52.8,48.98,17.43,43,550,1.7,328.9
32,250,4096,48,200,512,5,1832,18.4,56.2,39.06,89.45,22,2806,13.5,509.3
64,180,2048,24,450,512,13,340,3.7,408.9,36.56,74.71,13,124,4.2,98.9
64,125,10240,24,300,128,29,4114,11.9,11.6,56.64,120.53,32,1526,23.7,16.1
24,250,2048,8,300,128,4,1377,3.4,15.0,41.67,201.71,7,1176,0.7,38.2
32,125,2048,24,350,256,17,357,6.2,32.3,66.41,61.01,4,258,13.1,14.0
16,180,2048,8,300,64,7,1845,2.3,27.9,78.75,270.26,4,940,5.0,32.7
8,180,4096,8,200,128,2,1858,3.6,42.9,45.0,90.72,3,597,0.8,86.4
64,180,2048,24,450,512,18,266,4.5,228.1,50.62,58.45,4,215,5.6,30.7
64,125,10240,48,200,64,10,1055,12.7,16.5,19.53,20.61,49,589,9.3,3.7
8,250,2048,8,350,128,0,647,4.4,49.7,0.0,110.57,1,455,1.3,49.3
32,125,4096,24,200,64,25,1212,8.1,54.3,97.66,59.18,15,708,8.2,8.7
32,250,2048,16,300,128,1,266,10.9,44.7,7.81,38.96,5,536,2.4,28.0
32,125,2048,16,300,128,7,1417,3.4,26.8,27.34,207.57,9,1155,1.6,25.2
24,180,8192,8,350,512,10,2562,2.4,67.7,75.0,109.46,4,695,0.6,151.2
16,125,8192,24,300,256,1,5916,10.7,173.5,7.81,216.65,2,550,1.4,254.5
64,250,10240,48,300,512,16,1168,5.6,73.7,62.5,34.22,8,7918,13.5,79.7
32,250,4096,16,350,64,22,1490,8.3,29.8,171.88,127.32,20,779,18.0,42.1
64,125,2048,24,450,512,7,274,3.7,28.8,13.67,60.21,9,291,2.3,112.6
32,180,10240,8,200,128,8,2483,1.7,15.0,45.0,48.5,9,6966,4.2,84.0
64,180,2048,24,450,512,24,967,7.9,53.2,67.5,212.48,7,457,13.8,106.1
32,125,2048,16,300,128,10,220,9.4,28.1,39.06,32.23,2,144,0.9,31.0
64,125,2048,24,450,512,24,293,12.3,139.5,46.88,64.38,6,949,6.4,134.9
24,95,8192,24,300,128,13,870,5.1,79.0,51.46,31.86,3,1576,19.6,48.8
24,95,8192,24,200,128,4,1327,3.1,32.1,15.83,32.4,3,1943,2.6,22.3
24,95,8192,24,350,64,9,2771,2.3,6.5,35.62,118.39,6,1123,5.1,25.8
8,95,4096,48,200,512,3,527,9.8,189.1,35.62,25.73,10,737,13.6,284.7
8,180,4096,8,200,128,1,860,0.2,35.9,22.5,41.99,2,611,2.8,152.4
24,95,2048,16,450,512,14,698,0.4,225.3,55.42,153.37,5,943,1.6,33.6
8,180,8192,8,350,64,3,3943,3.8,3.9,67.5,168.46,2,1230,7.7,30.5
64,95,8192,16,450,256,12,1654,0.4,196.8,17.81,90.86,19,9454,1.6,16.6
8,250,8192,48,200,128,1,3842,27.7,46.3,31.25,93.8,1,959,10.6,37.8
24,180,2048,8,300,64,4,650,3.8,14.0,30.0,95.21,7,208,3.4,5.8
16,180,4096,16,350,64,7,860,3.0,21.9,78.75,73.49,19,413,9.9,57.5
64,125,10240,24,300,128,18,2775,8.3,77.4,35.16,81.3,41,1644,12.3,17.9
8,95,2048,24,300,64,2,712,7.8,3.5,23.75,104.3,2,189,4.6,8.6
16,250,2048,24,350,64,10,212,11.3,7.9,156.25,36.23,11,355,5.5,8.1
8,125,10240,24,300,256,2,3258,14.9,52.5,31.25,95.45,2,826,5.3,38.8
24,95,4096,48,200,128,10,287,29.5,21.6,39.58,14.01,14,1750,3.6,16.0
32,125,2048,8,450,256,2,269,1.5,117.0,7.81,59.11,7,1612,0.5,38.2
64,180,2048,24,450,512,44,372,1.2,255.1,123.75,81.74,6,496,5.0,468.8
24,250,10240,24,350,64,2,1198,10.2,8.8,20.83,40.95,4,2063,6.8,7.5
8,125,10240,24,300,256,0,3029,6.0,71.7,0.0,88.74,5,545,25.0,55.0
16,250,2048,24,200,256,4,1577,10.1,81.5,62.5,154.0,13,1058,3.3,14.6
24,95,8192,48,300,256,6,3644,21.3,141.2,23.75,133.45,3,1130,2.5,290.6
24,95,4096,8,450,128,4,1743,5.7,45.7,15.83,191.49,3,1039,3.5,36.6
8,180,4096,8,200,128,3,2158,1.7,32.3,67.5,105.37,2,246,1.5,66.8
32,125,2048,16,300,128,17,914,3.8,20.4,66.41,133.89,36,119,4.1,142.6
32,95,8192,8,300,128,7,7276,3.1,18.1,20.78,266.46,5,1036,2.5,35.9
64,180,4096,16,450,256,23,1605,7.8,56.6,64.69,176.33,18,282,13.3,72.8
64,125,10240,48,200,512,24,1874,21.7,319.1,46.88,36.6,23,1874,25.3,105.5
24,125,8192,24,350,64,11,2521,11.8,55.2,57.29,107.71,15,3347,14.9,4.3
64,125,8192,24,200,512,30,6234,10.5,351.1,58.59,152.2,18,1526,27.8,610.0
32,95,8192,16,300,256,3,4944,8.1,170.6,8.91,181.05,8,2070,1.1,18.2
8,180,8192,48,450,128,1,4171,19.4,27.1,22.5,229.12,8,2113,34.5,17.6
64,95,4096,48,350,512,3,1154,11.2,15.5,4.45,98.61,75,909,4.0,60.6
24,125,10240,48,350,512,7,424,21.6,265.0,36.46,14.49,2,1587,17.6,181.7
64,125,10240,48,200,512,24,6189,35.6,238.9,46.88,120.88,14,2538,4.8,151.0
32,250,2048,16,450,64,10,967,3.9,3.5,78.12,212.48,5,1897,1.3,42.1
8,95,2048,24,300,64,3,227,8.4,22.0,35.62,33.25,10,447,3.6,11.7
16,180,10240,16,450,512,6,8204,7.8,399.7,67.5,360.53,4,1352,0.9,91.7
32,125,4096,24,450,64,9,1653,18.4,17.7,35.16,181.6,2,3534,5.4,12.9
8,180,4096,16,350,512,3,406,2.8,130.6,67.5,34.69,3,1214,2.3,54.0
64,95,8192,8,300,128,20,1246,1.5,20.4,29.69,45.63,14,1408,1.4,46.6
64,95,8192,8,300,128,11,2046,3.3,47.5,16.33,74.93,13,1900,1.9,86.5
16,125,4096,48,350,64,1,942,8.5,44.0,7.81,80.49,3,647,14.5,12.0
64,250,8192,24,200,512,31,3276,11.9,166.1,121.09,79.98,13,851,4.7,121.2
16,125,10240,16,200,128,1,4694,4.1,27.5,7.81,91.68,3,698,4.8,31.9
64,95,4096,8,350,128,51,971,2.7,8.6,75.7,82.97,13,1213,4.8,8.2
24,125,2048,16,200,128,9,516,12.0,54.8,46.88,50.39,21,228,3.0,58.9
8,250,2048,48,300,256,3,886,5.7,86.6,93.75,129.79,7,1291,22.7,161.6
32,250,8192,48,200,256,3,2550,13.5,44.0,23.44,62.26,20,979,15.0,165.6
8,95,10240,16,350,128,5,2185,5.7,27.9,59.38,74.68,2,1979,10.3,8.9
32,250,8192,8,450,256,27,3659,2.5,184.1,210.94,200.99,6,9734,0.8,69.6
32,95,4096,48,200,64,10,834,16.0,14.2,29.69,40.72,10,2150,5.0,41.4
64,250,8192,48,200,512,9,5287,17.3,47.9,35.16,129.08,28,3657,3.8,148.3
32,125,2048,16,450,512,7,790,4.5,31.0,27.34,173.58,4,190,3.5,66.9
8,180,8192,8,200,128,0,2491,2.1,29.9,0.0,60.82,2,2139,0.8,85.8
24,95,10240,24,300,256,11,2775,3.9,43.5,43.54,81.3,2,9027,25.9,25.8
32,125,2048,24,350,64,24,637,8.0,11.3,93.75,108.86,10,1013,8.5,10.4
8,250,8192,8,300,256,2,3387,2.4,29.2,62.5,124.04,4,2222,0.4,92.3
64,125,10240,48,200,64,10,2376,12.9,22.4,19.53,46.41,5,1080,7.6,7.2
32,125,4096,24,300,64,12,1696,9.4,27.9,46.88,124.22,26,805,22.1,71.0
64,250,8192,48,200,512,5,2744,13.0,158.7,19.53,66.99,16,836,14.2,134.3
16,250,8192,16,350,256,5,3189,3.8,156.5,78.12,136.25,2,2564,6.4,45.2
64,250,8192,48,200,512,14,1004,32.8,435.7,54.69,24.51,9,2057,9.7,184.4
24,125,2048,24,300,512,7,655,5.1,128.0,36.46,95.95,5,515,21.0,75.0
16,250,2048,24,350,64,3,402,21.5,5.0,46.88,68.7,2,1842,15.1,16.3
16,95,8192,48,200,128,1,4200,20.0,27.5,5.94,102.54,4,452,9.9,36.1
24,250,2048,8,350,256,1,788,0.5,128.9,10.42,134.67,3,555,4.3,81.9
24,95,4096,48,200,128,12,628,16.1,15.8,47.5,30.66,16,665,6.4,50.1
64,95,4096,16,300,128,10,375,6.9,16.1,14.84,27.47,13,303,1.1,27.0
32,95,10240,24,300,64,10,2188,4.2,9.2,29.69,64.1,9,3012,3.5,6.9
24,125,8192,24,350,64,4,4046,16.7,17.9,20.83,172.86,7,4057,27.0,11.0
24,125,4096,8,350,64,7,866,3.8,23.2,36.46,74.0,13,2835,1.1,43.4
32,125,10240,16,350,256,9,4242,1.2,5.5,35.16,144.99,21,2704,9.1,55.9
16,180,2048,8,300,64,11,1384,1.8,8.3,123.75,202.73,5,153,0.7,10.3
24,125,4096,8,350,64,6,1065,2.2,17.6,31.25,91.0,4,760,2.2,7.9
8,95,10240,16,350,128,2,3611,1.7,121.0,23.75,123.42,3,6713,2.6,33.1
24,250,2048,24,300,512,7,1923,4.1,124.8,72.92,281.69,5,2056,2.4,119.3
32,250,10240,8,350,512,14,996,4.8,194.5,109.38,34.04,22,2269,0.5,184.0
64,250,8192,48,350,512,11,1655,10.6,103.5,42.97,70.71,18,2392,6.0,531.2
32,125,4096,24,300,64,22,3058,4.9,44.1,85.94,223.97,35,1149,4.6,17.9
64,125,2048,24,450,512,30,428,4.1,172.0,58.59,94.04,19,146,6.1,341.2
8,250,8192,48,200,128,6,5101,30.8,59.9,187.5,124.54,10,8643,5.1,117.4
24,125,10240,24,350,128,12,8717,3.9,57.1,62.5,297.94,7,2270,2.1,30.7
32,125,10240,16,300,64,6,1290,4.6,6.0,23.44,37.79,9,2868,3.5,23.2
16,180,2048,8,200,64,11,154,1.7,16.6,123.75,15.04,6,541,0.6,7.4
24,95,2048,16,450,512,1,1061,5.8,181.0,3.96,233.13,5,903,4.8,91.1
16,180,10240,8,300,512,2,2987,1.1,70.9,22.5,87.51,14,6879,2.0,143.7
32,95,4096,48,350,512,2,762,8.2,469.2,5.94,65.11,30,900,17.8,48.3
32,125,8192,48,200,128,6,2860,6.4,64.5,23.44,69.82,5,2267,9.1,35.3
16,180,2048,8,200,64,8,977,0.8,22.1,90.0,95.41,4,247,1.1,36.1
64,95,2048,8,300,512,10,830,5.7,174.4,14.84,121.58,26,294,0.6,328.7
8,125,4096,16,200,128,1,3250,1.7,78.6,15.62,158.69,2,507,2.6,6.8
16,250,2048,24,350,64,1,1307,1.9,53.8,15.62,223.36,7,545,3.6,18.2
32,95,10240,24,300,64,15,4212,11.5,3.1,44.53,123.4,5,1040,12.9,12.9
24,125,4096,8,200,512,9,3123,6.5,120.7,46.88,152.49,4,983,0.9,209.0
64,125,8192,16,300,512,56,2302,2.4,66.1,109.38,84.3,37,477,2.9,109.3
24,95,2048,16,450,512,4,608,9.8,116.0,15.83,133.59,2,2363,9.3,132.1
24,95,4096,48,200,128,20,929,20.1,52.0,79.17,45.36,15,1088,4.0,76.2
32,180,8192,24,350,512,25,3144,10.3,123.1,140.62,134.33,11,1372,3.3,56.4
32,250,4096,16,350,128,9,131,3.4,11.8,70.31,11.19,16,2466,4.4,11.5
32,250,4096,16,350,128,7,3024,4.6,32.3,54.69,258.4,29,4412,1.8,21.0
32,125,2048,8,450,256,5,774,3.7,229.2,19.53,170.07,2,572,0.9,39.5
8,125,4096,48,450,64,2,81,12.0,6.2,31.25,8.9,3,932,10.0,40.4
64,250,10240,48,300,512,30,2130,30.7,360.9,117.19,62.4,62,3963,32.1,138.7
32,125,4096,24,450,64,13,1172,9.5,14.5,50.78,128.76,9,1068,9.9,51.9
24,95,2048,16,200,256,21,351,12.7,91.4,83.12,34.28,8,542,11.8,306.9
32,180,10240,8,200,128,11,8808,2.1,114.7,61.88,172.03,27,4906,1.6,10.9
64,125,8192,24,200,512,42,645,7.5,104.7,82.03,15.75,52,709,3.7,34.6
16,250,2048,24,200,256,5,272,10.2,57.2,78.12,26.56,8,293,25.4,75.8
64,125,2048,24,450,512,57,350,7.9,233.8,111.33,76.9,73,1994,3.6,31.3
24,250,2048,24,300,512,12,1154,3.5,71.9,125.0,169.04,5,1045,2.8,109.8
64,95,4096,8,300,128,9,495,4.0,99.5,13.36,36.25,19,760,1.5,19.7
64,250,10240,48,300,512,9,2674,32.9,356.7,35.16,78.34,14,1094,39.1,320.4
32,95,4096,8,450,512,22,1120,4.9,105.9,65.31,123.05,12,1179,2.0,286.8
8,125,2048,48,450,64,5,1534,5.8,31.2,78.12,337.06,1,936,4.6,24.6
16,125,4096,16,450,64,5,659,6.4,15.0,39.06,72.4,2,1651,2.2,22.6
24,125,8192,24,450,64,6,5550,19.9,11.7,31.25,304.87,14,2229,8.8,3.5
64,180,8192,48,200,128,18,4487,4.8,35.8,50.62,109.55,13,2203,28.3,38.0
8,250,2048,48,300,256,2,506,13.8,49.7,62.5,74.12,3,572,11.9,48.5
32,95,8192,16,300,256,16,5588,2.9,77.4,47.5,204.64,9,4759,5.3,20.7
24,125,10240,48,200,128,6,2409,19.0,33.0,31.25,47.05,7,1495,49.2,95.8
16,250,10240,8,300,256,1,8519,2.4,105.1,15.62,249.58,4,8293,2.1,35.4
24,125,4096,8,200,512,6,435,1.1,300.3,31.25,21.24,10,218,1.9,119.8
32,250,8192,48,200,256,11,2825,4.5,175.3,85.94,68.97,4,494,3.5,30.3
64,95,8192,16,450,256,4,2748,7.9,57.7,5.94,150.95,7,528,3.1,43.0
16,125,8192,16,200,512,6,1589,0.8,462.8,46.88,38.79,4,1908,2.0,108.3
24,125,10240,24,300,128,4,4372,9.5,19.4,20.83,128.09,8,2464,6.2,13.7
16,250,2048,16,200,128,3,208,1.1,40.1,46.88,20.31,2,599,1.7,32.3
16,180,4096,24,200,256,0,315,4.4,104.2,0.0,15.38,14,741,17.1,264.8
32,180,8192,24,350,512,15,447,3.1,135.6,84.38,19.1,9,1227,4.2,103.0
16,250,2048,48,350,256,6,1020,22.0,9.0,93.75,174.32,4,370,12.3,161.3
64,95,8192,16,450,256,13,5993,9.0,81.2,19.3,329.21,72,7088,18.2,52.6
64,125,10240,48,200,64,13,1427,9.6,17.6,25.39,27.87,15,1385,10.0,13.1
32,125,4096,24,200,64,10,1198,10.1,46.5,39.06,58.5,2,1141,20.9,15.1
32,125,2048,48,200,64,12,946,26.9,25.9,46.88,92.38,5,199,11.3,3.3
24,250,2048,8,300,128,9,1572,3.1,23.8,93.75,230.27,10,371,1.2,9.6
24,250,2048,24,300,512,4,387,7.7,71.6,41.67,56.69,4,496,5.7,55.0
24,180,8192,48,350,512,4,533,25.4,116.2,30.0,22.77,3,1408,7.4,305.1
16,180,2048,8,200,64,2,233,1.3,12.9,22.5,22.75,9,531,1.3,9.5
64,180,4096,16,450,256,8,526,4.4,22.8,22.5,57.79,28,2802,6.5,58.8
32,125,8192,24,300,256,21,742,8.2,107.2,82.03,27.17,6,3284,4.8,73.6
64,180,2048,24,450,512,6,714,13.2,172.8,16.88,156.88,15,465,2.8,58.9
32,180,4096,8,300,256,7,2147,2.9,168.8,39.38,157.25,10,2795,9.2,59.0
32,250,10240,8,350,512,2,3935,2.5,205.0,15.62,134.5,8,6248,0.8,511.7
32,95,8192,16,300,256,7,1301,1.7,32.8,20.78,47.64,20,1084,11.1,169.3
8,125,2048,48,450,64,1,1373,26.5,20.9,15.62,301.68,1,329,7.7,60.0
24,250,2048,48,200,64,15,859,30.9,4.0,156.25,83.89,4,335,4.9,15.3
16,180,4096,24,200,256,3,913,6.4,184.0,33.75,44.58,5,1085,1.2,24.1
32,180,4096,48,450,256,12,1058,1.7,95.5,67.5,116.24,3,1428,8.2,13.5
24,125,2048,16,200,128,5,768,6.8,13.2,26.04,75.0,9,758,3.3,11.3
32,180,4096,16,450,512,11,2392,7.1,108.7,61.88,262.79,3,1141,0.8,153.9
16,95,10240,8,200,512,6,3217,5.0,218.0,35.62,62.83,2,1262,9.6,111.2
16,95,4096,24,300,128,0,584,8.3,43.7,0.0,42.77,3,2611,1.8,14.8
8,250,2048,24,200,512,3,1149,12.0,49.2,93.75,112.21,1,302,6.2,318.5
32,125,8192,48,200,128,14,1987,16.4,28.2,54.69,48.51,9,953,20.0,27.8
64,95,4096,8,300,256,21,903,4.5,20.3,31.17,66.14,72,3451,1.4,15.3
24,95,4096,48,200,128,9,1668,9.2,23.9,35.62,81.45,4,1103,6.9,52.5
64,250,10240,8,300,128,5,2886,2.0,75.0,19.53,84.55,16,886,1.5,10.2
8,125,10240,8,350,64,2,1472,2.1,47.7,31.25,50.31,2,2814,0.5,6.7
8,125,10240,8,350,128,1,1048,0.6,27.5,15.62,35.82,2,2881,1.7,101.4
8,125,4096,16,200,128,1,1422,8.8,66.4,15.62,69.43,2,2198,10.6,19.3
8,180,4096,48,350,64,3,1370,30.6,6.9,67.5,117.07,4,297,5.3,15.1
32,250,2048,8,300,256,14,1427,1.4,92.9,109.38,209.03,7,511,0.4,66.2
64,180,8192,48,200,128,3,266,4.2,66.7,8.44,6.49,44,438,9.5,31.4
64,95,10240,48,200,512,15,4085,23.0,25.5,22.27,79.79,14,4068,12.1,258.8
32,95,2048,48,450,128,3,878,2.4,10.1,8.91,192.92,7,656,10.7,32.0
8,250,8192,48,200,128,0,2718,10.6,78.6,0.0,66.36,2,2403,7.5,36.8
32,95,4096,48,200,64,7,3586,2.6,10.8,20.78,175.1,5,666,35.9,10.8
24,95,2048,8,200,64,4,1289,1.3,23.6,15.83,125.88,5,261,9.4,33.3
24,125,10240,24,200,256,9,2102,5.8,98.4,46.88,41.05,7,4823,19.1,76.7
24,125,4096,8,350,64,7,1534,1.5,11.7,36.46,131.08,5,514,2.2,11.8
32,180,8192,24,350,512,12,1644,8.7,234.3,67.5,70.24,3,2714,1.4,492.3
16,250,2048,16,200,128,9,1203,7.7,24.9,140.62,117.48,5,539,1.1,17.8
32,95,2048,24,200,64,1,620,11.1,11.2,2.97,60.55,28,523,7.9,3.6
8,180,4096,48,350,64,3,263,18.9,19.4,67.5,22.47,3,666,13.7,13.1
16,95,2048,48,450,256,3,155,9.5,190.2,17.81,34.06,2,561,32.6,79.8
16,180,10240,16,450,128,3,8345,6.1,19.8,33.75,366.72,3,10318,3.5,16.6
