cpu_cores_total,cpu_watts,gpu_cores_total,gpu_vram_total_gb,gpu_watts,ram_total_gb,cpu_cores_used,gpu_cores_used,gpu_vram_used_gb,ram_used_gb,current_cpu_power_w,current_gpu_power_w,req_cpu_cores,req_gpu_cores,req_gpu_vram_gb,req_ram_gb,execution_time,sla_violation
64,250,2048,48,450,64,21,342,19.8,6.0,82.03,75.15,27,317,12.9,38.9,8.78,0
8,250,2048,48,200,512,2,302,11.2,130.7,62.5,29.49,2,350,3.3,27.1,15.09,0
16,180,4096,16,350,64,4,2075,7.8,19.7,45.0,177.31,6,864,3.1,14.4,16.65,0
32,250,10240,8,350,512,9,5385,3.0,54.6,70.31,184.06,19,2512,0.5,75.7,14.61,0
64,125,4096,16,300,128,35,194,3.8,41.6,68.36,14.21,6,611,2.6,11.0,8.63,0
32,125,2048,48,200,64,16,612,12.9,16.2,62.5,59.77,6,276,5.6,13.6,16.39,0
8,250,2048,8,200,64,0,195,1.9,10.7,0.0,19.04,2,1030,1.3,9.3,19.24,0
24,250,2048,24,300,64,5,683,8.2,13.9,52.08,100.05,6,406,3.3,15.7,15.14,0
24,95,2048,16,300,64,6,1045,4.3,8.6,23.75,153.08,2,328,1.3,6.3,11.58,0
24,125,8192,24,350,64,5,488,9.6,23.7,26.04,20.85,4,762,9.7,11.3,3.35,0
64,95,4096,8,300,256,13,1548,2.5,162.0,19.3,113.38,17,412,2.1,60.9,14.49,0
32,250,8192,8,200,512,7,2305,0.9,397.6,54.69,56.27,5,2271,1.6,71.0,15.92,0
8,125,10240,8,350,128,3,7470,2.1,6.7,46.88,255.32,3,885,1.2,26.6,8.82,0
32,180,8192,24,350,512,17,4207,1.9,238.5,95.62,179.74,4,1956,2.3,108.5,4.22,0
32,95,4096,8,450,512,18,45,2.7,103.0,53.44,4.94,9,316,0.6,27.0,17.13,0
24,125,10240,48,200,128,2,2077,13.9,40.8,10.42,40.57,4,865,14.2,36.5,4.01,0
32,125,4096,24,300,64,6,2470,6.4,24.0,23.44,180.91,4,336,7.1,13.2,9.29,0
8,125,10240,8,350,256,2,3651,0.9,109.1,31.25,124.79,2,1301,0.6,85.1,3.3,0
64,180,10240,8,350,512,14,1148,5.1,39.4,39.38,39.24,29,1010,2.2,219.9,19.76,0
32,250,8192,24,300,64,5,4140,3.6,27.5,39.06,151.61,9,2284,3.0,26.2,4.97,0
32,180,10240,24,200,128,15,4671,6.7,44.4,84.38,91.23,13,1351,2.4,68.7,10.25,0
16,180,8192,24,300,128,5,1264,5.7,98.4,56.25,46.29,10,991,12.4,13.6,6.74,0
64,125,2048,24,450,512,22,1133,3.3,165.0,42.97,248.95,15,594,7.6,46.6,12.61,0
64,95,8192,8,300,128,19,4528,2.6,50.3,28.2,165.82,4,1822,2.7,23.2,13.61,0
24,125,2048,24,300,512,5,511,1.9,193.6,26.04,74.85,6,330,2.0,144.6,15.85,0
24,125,2048,48,200,128,5,1215,31.1,11.8,26.04,118.65,2,344,7.8,35.6,9.83,0
8,250,10240,24,200,128,1,1696,2.6,48.7,31.25,33.12,5,4817,4.0,33.2,15.16,0
24,95,8192,8,350,256,10,782,2.7,30.9,39.58,33.41,2,901,1.3,22.4,1.7,0
64,250,4096,24,450,128,25,420,7.8,12.9,97.66,46.14,9,539,13.4,15.4,16.72,0
32,250,2048,16,350,64,14,672,10.7,52.9,109.38,114.84,13,379,1.3,3.8,18.66,0
8,180,4096,16,350,512,0,2992,1.1,173.6,0.0,255.66,5,618,3.8,150.4,4.52,0
16,125,8192,16,200,512,7,1591,2.1,65.7,54.69,38.84,6,989,6.3,319.5,6.98,0
8,250,2048,48,300,256,1,623,25.2,32.8,31.25,91.26,3,409,8.7,59.4,13.96,0
16,125,8192,24,300,256,3,1880,2.5,52.7,23.44,68.85,2,1883,18.5,50.4,11.25,0
32,250,4096,48,200,512,8,982,28.5,139.7,62.5,47.95,8,2252,10.6,322.7,13.06,0
8,180,2048,16,450,64,3,1399,0.6,13.1,67.5,307.4,1,158,7.7,11.2,12.98,0
32,250,4096,16,350,64,8,579,1.9,18.3,62.5,49.48,5,402,7.9,17.6,15.57,0
32,125,2048,24,350,256,3,1398,5.7,11.1,11.72,238.92,7,371,13.2,50.7,8.31,0
8,125,10240,8,200,64,5,3600,2.1,27.1,78.12,70.31,2,2275,4.2,18.9,0.31,0
8,180,4096,16,350,512,2,565,4.2,107.1,45.0,48.28,2,362,0.9,37.4,6.25,0
32,180,8192,48,200,128,8,2121,31.5,60.1,45.0,51.78,16,501,4.8,43.6,3.15,0
8,95,8192,16,350,512,2,2413,8.9,32.3,23.75,103.09,3,4073,5.8,81.0,12.59,0
32,125,10240,16,350,256,5,3138,3.8,17.7,19.53,107.26,5,1001,3.6,77.4,15.96,0
64,95,4096,8,300,128,28,648,1.5,54.9,41.56,47.46,13,970,4.6,28.9,2.75,0
24,180,2048,8,300,64,5,720,1.6,10.4,37.5,105.47,4,576,2.8,10.5,8.62,0
32,95,8192,8,300,128,6,1598,1.4,21.4,17.81,58.52,4,3905,0.7,33.2,8.56,0
64,125,10240,48,200,512,14,3091,9.1,149.7,27.34,60.37,12,2998,3.9,301.2,5.6,0
8,250,10240,8,300,512,1,4461,1.7,132.8,31.25,130.69,6,1720,2.3,124.0,13.72,0
32,95,2048,24,200,64,3,783,19.1,14.8,8.91,76.46,6,238,2.0,14.7,10.77,0
32,250,2048,8,300,256,12,361,1.3,215.7,93.75,52.88,4,503,1.6,15.1,10.9,0
8,125,8192,8,450,512,2,1176,0.3,375.3,31.25,64.6,2,3683,1.8,100.6,5.41,0
24,125,4096,8,350,64,1,516,4.2,9.4,5.21,44.09,14,721,2.1,25.7,6.56,0
24,180,2048,24,300,64,10,249,6.5,35.3,75.0,36.47,5,173,3.9,13.5,18.71,0
24,95,2048,16,300,64,11,682,1.3,6.6,43.54,99.9,7,166,4.0,15.0,12.49,0
16,95,10240,16,300,64,5,732,6.0,21.1,29.69,21.45,3,5450,4.5,3.7,9.52,0
32,250,2048,8,300,256,14,711,4.0,166.4,109.38,104.15,9,472,0.7,71.0,8.27,0
32,125,2048,24,350,64,5,1106,2.0,19.9,19.53,189.01,7,212,3.1,10.9,13.71,0
8,125,8192,24,300,512,1,966,2.4,64.7,15.62,35.38,2,4740,3.0,62.8,0.8,0
8,95,8192,16,350,512,1,5943,1.1,46.0,11.88,253.91,2,1527,3.6,28.8,5.66,0
64,250,2048,24,450,64,15,239,4.7,7.9,58.59,52.51,6,1373,3.1,4.3,13.65,0
24,95,8192,24,200,128,6,851,7.2,47.1,23.75,20.78,7,2073,5.2,43.3,12.85,0
32,125,10240,16,450,256,6,1162,0.9,29.7,23.44,51.06,2,689,3.9,27.5,13.05,0
16,250,2048,24,350,64,2,477,13.0,24.6,31.25,81.52,4,1297,8.8,5.9,12.16,0
64,95,10240,16,350,128,13,1857,1.3,87.9,19.3,63.47,5,2109,3.8,24.3,14.11,0
32,250,10240,8,350,512,2,3964,1.1,100.7,15.62,135.49,8,5266,2.4,122.4,8.48,0
16,95,10240,8,200,512,4,1160,4.1,47.7,23.75,22.66,3,2454,2.1,81.7,7.82,0
64,250,10240,8,300,128,5,516,3.5,37.1,19.53,15.12,20,5945,2.3,31.0,4.4,0
64,95,2048,8,300,512,7,554,2.8,126.2,10.39,81.15,13,526,2.4,54.1,1.63,0
16,125,4096,16,450,64,3,857,7.6,45.6,23.44,94.15,6,1172,4.1,14.7,9.4,0
16,125,4096,48,350,64,4,1919,8.9,14.3,31.25,163.98,7,667,12.9,24.8,0.56,0
24,125,8192,24,350,64,9,1235,8.0,41.9,46.88,52.76,9,1456,2.0,16.1,6.48,0
24,125,2048,8,300,512,12,176,4.3,150.0,62.5,25.78,5,576,2.0,109.7,12.4,0
16,180,2048,8,300,64,2,627,1.2,14.1,22.5,91.85,4,551,1.9,21.8,7.41,0
24,250,10240,24,350,64,4,1758,4.2,43.9,41.67,60.09,2,1072,15.6,14.1,2.4,0
16,250,2048,48,350,256,1,160,5.6,50.9,15.62,27.34,2,1292,8.6,52.4,19.98,0
32,125,4096,24,200,64,9,286,6.3,13.5,35.16,13.96,5,901,1.7,9.4,0.4,0
8,250,10240,24,200,128,4,2605,6.2,31.9,125.0,50.88,3,4044,4.0,34.2,18.29,0
16,180,10240,16,450,128,5,3626,2.4,35.2,56.25,159.35,4,1416,4.7,29.4,14.26,0
24,125,10240,24,350,128,3,5125,10.4,18.5,15.62,175.17,14,1392,4.2,74.8,9.27,0
32,125,8192,24,300,256,7,1802,12.0,60.4,27.34,65.99,8,2358,9.6,54.3,16.99,0
24,125,10240,24,350,128,14,1334,1.8,48.6,72.92,45.6,5,7723,1.3,30.0,18.58,0
8,180,4096,8,200,128,2,1424,2.8,22.9,45.0,69.53,2,283,1.7,94.2,2.85,0
32,250,10240,24,300,512,9,1594,4.4,95.8,70.31,46.7,11,1126,3.9,47.1,10.46,0
64,250,2048,48,450,64,16,847,18.0,30.7,62.5,186.11,16,461,13.5,17.4,8.0,0
64,180,10240,16,300,256,28,2510,3.6,45.5,78.75,73.54,18,3343,2.1,49.7,17.62,0
16,95,8192,24,200,128,7,1508,3.2,55.3,41.56,36.82,2,724,17.8,21.3,10.94,0
32,250,4096,16,200,256,6,2660,2.2,15.0,46.88,129.88,2,913,0.9,127.2,16.4,0
16,250,2048,24,350,64,2,664,15.0,52.6,31.25,113.48,1,128,1.6,6.3,4.36,0
64,95,4096,16,300,128,15,747,2.1,52.4,22.27,54.71,16,1022,1.4,28.2,18.46,0
16,95,10240,16,300,64,5,687,3.8,4.6,29.69,20.13,4,2258,1.8,5.1,4.15,0
32,180,4096,48,300,128,3,963,24.2,46.0,16.88,70.53,18,2743,8.7,11.0,16.57,0
32,95,8192,16,300,256,1,3110,2.9,28.2,2.97,113.89,4,2327,4.3,75.4,18.2,0
64,95,2048,48,200,512,21,424,14.8,178.3,31.17,41.41,24,184,8.4,243.9,10.63,0
8,125,10240,8,350,64,1,4936,0.4,2.8,15.62,168.71,3,1220,3.7,21.2,0.72,0
8,125,2048,24,300,512,4,420,9.3,104.0,62.5,61.52,3,303,6.2,110.4,5.27,0
24,250,4096,16,300,128,4,938,8.9,18.7,41.67,68.7,2,419,3.1,35.2,1.86,0
8,125,8192,24,300,512,2,900,16.5,118.8,31.25,32.96,2,3156,3.6,104.9,1.46,0
64,250,10240,48,300,512,25,1283,16.5,397.8,97.66,37.59,20,2123,4.7,62.7,3.71,0
8,250,2048,24,200,512,1,484,3.6,221.8,31.25,47.27,2,601,5.9,123.2,3.82,0
8,125,10240,8,350,64,0,2778,4.6,7.3,0.0,94.95,3,2479,1.2,10.3,3.56,0
64,250,2048,24,450,64,31,432,4.5,10.2,121.09,94.92,17,350,6.2,15.8,17.63,0
16,250,2048,48,350,256,2,137,4.0,82.1,31.25,23.41,4,1645,30.5,128.5,4.2,0
8,180,4096,48,350,64,1,1629,3.2,5.4,22.5,139.2,5,1401,2.6,13.8,5.91,0
24,180,2048,24,300,64,7,375,12.4,6.5,52.5,54.93,7,367,1.6,11.5,19.18,0
32,250,4096,16,350,64,5,2658,4.9,8.0,39.06,227.12,5,963,4.1,10.1,1.38,0
32,125,4096,24,200,64,9,686,12.0,36.1,35.16,33.5,2,756,6.0,23.2,2.12,0
64,95,2048,24,450,64,12,472,6.3,17.8,17.81,103.71,23,110,4.2,9.4,2.59,0
64,180,2048,24,450,512,13,691,8.5,58.7,36.56,151.83,10,202,2.6,68.3,1.81,0
32,95,10240,24,300,64,9,7188,10.2,14.2,26.72,210.59,7,945,5.2,25.6,9.96,0
24,180,2048,24,300,64,15,211,1.4,25.3,112.5,30.91,6,552,14.9,15.8,3.16,0
32,125,10240,16,450,256,9,3571,8.5,37.5,35.16,156.93,4,723,3.2,17.0,2.87,0
24,250,2048,8,300,128,3,252,6.0,5.8,31.25,36.91,3,1399,1.0,32.3,19.08,0
8,250,4096,16,200,128,2,344,1.5,47.6,62.5,16.8,1,354,10.7,27.1,2.9,0
8,250,2048,24,200,512,1,435,6.8,56.5,31.25,42.48,4,1098,1.7,105.8,10.44,0
8,125,4096,48,450,64,3,1139,3.5,30.9,46.88,125.13,1,1211,12.2,8.7,1.1,0
24,250,2048,8,300,128,8,808,1.6,41.0,83.33,118.36,11,314,1.9,37.1,2.79,0
32,95,8192,16,300,256,12,787,6.1,74.6,35.62,28.82,5,3611,4.4,41.3,9.87,0
32,180,10240,8,200,128,9,194,1.3,47.4,50.62,3.79,9,797,1.4,19.7,13.04,0
8,95,2048,24,300,64,0,318,6.5,24.9,0.0,46.58,1,458,4.6,6.5,1.75,0
64,250,2048,24,450,64,25,671,6.0,24.1,97.66,147.44,16,471,3.7,6.9,4.68,0
32,180,10240,8,200,128,9,1608,1.7,31.9,50.62,31.41,16,2459,1.6,22.5,7.44,0
24,250,2048,48,200,64,16,1403,16.7,39.2,166.67,137.01,5,216,13.3,18.0,4.4,0
32,125,4096,24,450,64,16,477,1.6,25.3,62.5,52.4,8,926,3.0,16.1,19.93,0
16,180,2048,8,300,64,2,477,1.0,12.2,22.5,69.87,4,232,4.2,9.7,19.59,0
64,125,8192,16,300,512,24,2646,5.1,136.5,46.88,96.9,18,4575,4.6,66.2,8.46,0
8,180,8192,48,450,128,4,2571,3.9,24.6,90.0,141.23,3,829,6.1,9.3,1.61,0
24,125,10240,24,200,256,9,2847,5.5,45.5,46.88,55.61,4,6693,1.7,119.7,4.75,0
32,250,8192,8,200,512,0,3116,2.6,81.2,0.0,76.07,12,4622,1.9,95.4,1.9,0
32,125,2048,16,300,128,28,296,5.5,59.0,109.38,43.36,2,485,8.4,33.9,6.79,0
64,125,10240,24,300,128,18,7574,1.9,26.8,35.16,221.89,19,1913,1.6,37.0,4.82,0
16,180,10240,16,450,128,11,4800,3.0,13.3,123.75,210.94,2,2540,10.1,15.9,3.68,0
16,180,2048,16,450,64,3,174,2.7,19.1,33.75,38.23,4,281,2.8,11.3,18.6,0
8,180,10240,8,200,64,3,5882,1.8,12.3,67.5,114.88,4,518,1.0,40.5,0.86,0
32,250,10240,8,350,512,6,2956,0.3,157.0,46.88,101.04,14,2228,2.2,133.4,5.01,0
8,125,10240,24,300,256,1,1813,1.1,87.6,15.62,53.12,2,1292,4.8,14.6,9.06,0
32,125,8192,24,300,256,5,2685,8.2,49.5,19.53,98.33,4,1622,12.8,165.9,18.05,0
24,125,10240,48,350,512,3,1009,26.3,374.7,15.62,34.49,2,1956,8.0,71.6,15.93,0
8,180,4096,8,200,128,3,1154,3.4,34.9,67.5,56.35,1,684,1.5,10.1,18.94,0
64,125,10240,24,300,128,22,2675,8.7,8.9,42.97,78.37,7,3479,5.2,14.9,13.04,0
16,95,8192,48,200,128,6,4878,5.0,22.1,35.62,119.09,5,1770,37.1,21.2,13.26,0
24,125,8192,24,350,64,6,677,5.0,26.6,31.25,28.92,4,2052,6.7,13.7,9.6,0
8,180,8192,8,350,64,2,1888,2.5,17.9,45.0,80.66,1,455,4.5,14.7,7.85,0
8,125,10240,8,350,128,4,3127,3.4,36.5,62.5,106.88,1,2483,0.7,54.2,6.27,0
8,125,4096,16,200,128,2,1068,4.7,66.9,31.25,52.15,3,307,3.3,29.2,16.43,0
64,95,10240,16,350,128,7,3455,6.5,30.5,10.39,118.09,8,2869,2.2,75.6,8.85,0
24,95,2048,16,450,512,7,1076,3.7,279.2,27.71,236.43,6,477,4.7,45.4,2.71,0
64,250,10240,48,300,512,5,2297,14.8,172.5,19.53,67.29,5,974,9.5,38.7,7.33,0
32,95,8192,8,300,128,3,857,1.9,9.1,8.91,31.38,9,5662,0.5,24.2,16.56,0
8,125,2048,48,450,64,2,376,6.3,33.2,31.25,82.62,2,123,13.7,9.1,5.86,0
16,180,10240,8,300,512,6,3066,1.0,51.2,67.5,89.82,5,924,2.1,173.1,19.07,0
32,250,10240,8,350,512,19,6335,0.5,80.1,148.44,216.53,9,1788,2.0,186.7,19.34,0
32,95,2048,48,450,128,5,184,9.5,31.2,14.84,40.43,8,133,15.8,58.6,2.38,0
24,250,2048,24,300,64,1,1159,6.2,23.1,10.42,169.78,5,511,3.7,15.8,3.62,0
24,125,2048,48,200,128,7,313,8.0,46.4,36.46,30.57,6,300,10.6,8.9,7.86,0
32,125,8192,48,200,128,19,1761,4.7,32.6,74.22,42.99,5,922,29.0,16.3,12.98,0
24,250,2048,24,300,512,3,367,3.7,181.9,31.25,53.76,5,291,1.6,143.4,9.01,0
16,180,2048,16,450,64,4,421,4.7,17.9,45.0,92.5,8,204,3.1,5.5,5.48,0
24,250,10240,24,350,64,8,2450,3.8,10.2,83.33,83.74,7,1132,6.0,16.7,14.59,0
32,180,10240,24,200,128,7,1520,7.3,46.3,39.38,29.69,4,2500,1.5,11.6,12.34,0
64,125,8192,16,300,512,9,1047,3.1,235.3,17.58,38.34,14,1483,2.2,85.1,1.46,0
24,180,8192,8,350,512,16,724,2.9,177.6,120.0,30.93,5,1047,1.7,127.0,3.56,0
16,125,4096,16,450,64,0,604,4.1,17.8,0.0,66.36,5,1018,7.4,17.8,16.72,0
16,125,10240,16,200,128,4,5366,1.0,50.9,31.25,104.8,6,869,3.2,29.0,3.73,0
24,125,4096,8,200,512,1,2051,1.8,378.2,5.21,100.15,4,1185,1.1,98.8,4.39,0
24,125,8192,24,450,64,3,1517,3.7,35.7,15.62,83.33,3,1912,6.6,14.8,11.82,0
24,250,2048,8,300,128,3,603,1.2,13.7,31.25,88.33,14,373,1.9,18.7,13.74,0
32,95,2048,48,450,128,13,589,15.0,21.5,38.59,129.42,17,482,16.8,16.5,18.1,0
24,125,2048,8,300,256,9,351,4.2,102.4,46.88,51.42,4,204,1.4,72.3,5.9,0
24,95,8192,48,200,64,4,4864,19.4,5.8,15.83,118.75,5,2360,13.2,9.3,18.15,0
16,95,8192,24,200,128,8,474,3.1,21.7,47.5,11.57,2,4815,2.0,9.7,1.91,0
64,95,2048,8,300,512,24,421,1.1,70.9,35.62,61.67,11,593,0.5,71.3,14.56,0
64,125,8192,16,300,512,49,1703,10.2,171.1,95.7,62.37,5,2438,3.0,50.6,18.31,0
24,95,10240,24,300,256,6,3992,1.3,139.7,23.75,116.95,7,1996,4.5,59.9,16.55,0
24,95,8192,24,200,128,3,3054,1.8,39.1,11.88,74.56,9,2184,10.7,15.7,15.42,0
8,95,8192,24,450,512,3,1067,2.3,111.2,35.62,58.61,1,1315,3.7,77.8,15.36,0
24,125,8192,24,350,64,8,2419,6.6,5.1,41.67,103.35,7,1487,2.4,18.9,5.36,0
24,250,2048,24,300,64,11,571,7.8,12.0,114.58,83.64,7,467,1.7,14.9,17.3,0
8,180,8192,48,450,128,3,413,5.3,11.0,67.5,22.69,3,1109,34.4,15.3,6.36,0
32,125,2048,16,450,512,6,316,3.0,144.3,23.44,69.43,3,1624,3.4,75.2,9.67,0
8,250,10240,24,200,128,1,2081,9.9,30.6,31.25,40.64,1,1179,4.3,11.9,15.96,0
24,125,2048,48,200,128,1,612,27.6,8.9,5.21,59.77,9,185,11.9,34.9,17.74,0
24,95,8192,16,450,64,1,1190,8.3,22.1,3.96,65.37,6,483,2.3,17.2,3.05,0
24,125,2048,8,300,256,5,1532,1.0,96.6,26.04,224.41,2,266,0.9,53.5,15.97,0
64,250,2048,24,450,64,53,191,6.6,19.4,207.03,41.97,4,479,7.9,13.1,18.17,0
64,95,10240,48,200,512,23,4110,29.8,72.7,34.14,80.27,36,2056,10.5,240.5,14.62,0
16,125,8192,24,300,256,6,3134,5.7,135.9,46.88,114.77,1,1664,6.7,28.7,12.54,0
64,125,8192,16,300,512,19,2476,5.0,90.0,37.11,90.67,11,1890,8.3,150.2,8.55,0
24,125,10240,24,200,256,1,6324,11.7,24.0,5.21,123.52,5,1430,1.9,57.5,10.19,0
32,125,2048,16,300,128,7,472,2.9,34.0,27.34,69.14,3,1077,9.8,82.9,10.06,0
32,95,4096,48,200,64,6,3162,11.5,12.9,17.81,154.39,5,561,6.0,9.1,17.12,0
8,125,8192,24,300,512,1,1368,13.3,84.5,15.62,50.1,1,876,2.8,33.5,7.81,0
24,125,10240,48,200,128,6,2614,8.6,50.8,31.25,51.05,6,2720,10.4,8.3,10.58,0
24,250,2048,24,300,512,11,591,8.1,16.3,114.58,86.57,5,493,5.2,117.3,0.67,0
64,95,2048,24,450,64,4,135,10.1,13.5,5.94,29.66,15,257,6.7,41.8,18.15,0
8,180,4096,48,350,64,1,1040,6.5,22.3,22.5,88.87,3,624,26.0,6.6,4.15,0
32,180,4096,48,300,128,6,1134,8.5,17.9,33.75,83.06,9,1757,12.8,45.9,10.48,0
16,180,2048,16,450,64,4,292,11.4,14.7,45.0,64.16,5,409,2.4,13.3,12.78,0
24,125,2048,8,300,512,7,561,3.9,51.5,36.46,82.18,7,895,0.9,274.1,14.14,0
8,125,2048,48,450,64,2,392,4.4,29.6,31.25,86.13,4,581,9.7,5.5,19.91,0
24,250,2048,24,300,64,6,309,2.0,7.0,62.5,45.26,8,302,6.1,12.8,12.24,0
32,125,2048,16,300,128,16,917,9.3,62.0,62.5,134.33,7,556,2.8,22.5,13.99,0
24,250,2048,24,300,512,0,1048,2.6,110.1,0.0,153.52,4,607,2.6,69.4,18.38,0
32,250,10240,24,300,512,4,4978,6.8,253.8,31.25,145.84,7,2473,1.3,134.4,16.14,0
24,125,2048,8,300,512,14,597,4.0,215.7,72.92,87.45,4,360,0.6,144.7,2.08,0
8,125,4096,16,200,128,1,1667,7.7,21.7,15.62,81.4,1,364,1.5,37.8,2.68,0
8,180,4096,8,200,128,2,246,1.0,54.4,45.0,12.01,2,1659,2.2,9.1,1.39,0
32,250,8192,8,450,256,8,722,1.6,31.3,62.5,39.66,2,588,0.6,135.8,9.86,0
24,125,10240,24,350,128,5,4487,4.8,37.2,26.04,153.36,9,1834,5.4,71.1,1.62,0
8,180,8192,8,350,64,2,1431,1.1,16.6,45.0,61.14,1,1503,0.7,9.8,11.05,0
16,250,2048,16,200,128,1,1240,3.9,45.1,15.62,121.09,3,296,1.4,45.9,5.6,0
8,180,4096,8,200,128,0,758,0.5,11.3,0.0,37.01,4,1178,0.8,21.5,17.69,0
24,180,10240,24,450,64,9,4353,3.7,25.1,67.5,191.29,2,1496,10.8,4.2,4.1,0
24,250,10240,24,350,64,3,5543,5.4,2.9,31.25,189.46,4,646,14.7,37.5,14.92,0
32,125,10240,16,350,256,20,2399,9.1,185.1,78.12,82.0,8,6267,2.7,44.1,15.02,0
24,250,2048,8,350,256,9,149,3.5,35.4,93.75,25.46,10,391,1.1,31.3,1.23,0
8,95,2048,24,300,64,2,859,4.0,23.7,23.75,125.83,1,214,1.8,28.6,4.05,0
24,95,4096,8,450,128,1,1798,2.1,19.0,3.96,197.53,3,615,4.0,24.7,13.99,0
24,125,8192,24,450,64,6,1891,2.7,17.9,31.25,103.88,2,1239,6.7,6.3,8.99,0
24,95,2048,16,300,64,5,377,0.4,31.2,19.79,55.22,5,624,3.8,12.3,11.35,0
8,180,8192,48,450,128,0,2111,8.9,9.0,0.0,115.96,1,3885,6.4,28.2,13.69,0
8,125,10240,24,300,256,0,2379,7.1,13.2,0.0,69.7,1,1155,2.3,75.6,3.63,0
24,180,2048,24,300,64,15,322,2.0,7.4,112.5,47.17,6,565,11.7,5.3,0.28,0
24,180,8192,24,200,64,10,3247,0.1,24.8,75.0,79.27,2,2446,3.9,35.5,3.53,0
8,180,4096,48,350,64,2,454,3.3,27.4,45.0,38.79,4,872,12.2,22.6,5.12,0
64,125,10240,48,200,64,9,1520,26.2,15.4,17.58,29.69,9,547,8.5,36.6,15.46,0
16,95,2048,48,450,256,4,353,27.9,49.3,23.75,77.56,2,219,9.6,19.4,1.34,0
64,95,4096,8,300,128,18,733,2.6,26.7,26.72,53.69,5,991,1.7,49.4,3.44,0
24,125,2048,8,300,512,10,349,3.3,362.0,52.08,51.12,10,448,1.1,76.7,7.69,0
16,250,2048,24,350,64,6,411,0.3,22.7,93.75,70.24,2,577,12.2,8.6,10.74,0
64,250,10240,8,300,128,12,2177,2.3,22.5,46.88,63.78,6,1877,3.4,24.1,10.18,0
24,250,2048,48,200,64,7,551,18.1,13.5,72.92,53.81,4,199,13.6,8.7,14.36,0
32,125,2048,24,350,64,7,437,4.9,8.7,27.34,74.68,7,467,16.8,7.9,0.42,0
64,95,4096,8,350,128,17,2423,3.7,53.7,25.23,207.04,6,650,1.1,8.7,6.81,0
8,125,4096,16,200,128,1,954,8.2,58.7,15.62,46.58,5,1368,4.3,20.7,3.0,0
16,95,4096,24,450,256,6,711,2.2,72.5,35.62,78.11,2,565,3.8,66.2,16.92,0
16,95,10240,8,200,512,4,2964,2.0,245.9,23.75,57.89,2,6304,3.0,57.9,0.61,0
16,125,8192,16,200,512,4,1373,11.5,39.0,31.25,33.52,3,4040,3.1,52.3,9.3,0
32,250,8192,48,200,256,8,826,15.8,62.7,62.5,20.17,19,2046,4.8,19.3,19.12,0
8,250,2048,24,200,512,1,321,6.5,130.3,31.25,31.35,2,208,12.0,134.9,19.18,0
32,125,4096,24,300,64,18,1785,2.2,14.9,70.31,130.74,7,542,10.7,18.1,13.72,0
32,95,8192,8,300,128,9,1998,4.6,11.0,26.72,73.17,5,4648,2.2,8.0,8.46,0
8,180,4096,48,350,64,1,561,9.4,7.9,22.5,47.94,3,709,13.7,19.2,15.14,0
24,180,8192,24,200,64,11,4607,3.0,16.6,82.5,112.48,6,1067,2.8,20.6,16.14,0
24,95,10240,24,300,256,5,2357,11.9,8.1,19.79,69.05,6,2952,6.7,137.1,4.23,0
64,95,8192,8,300,128,16,2734,4.0,8.1,23.75,100.12,8,3493,0.6,7.8,0.84,0
8,125,8192,24,300,512,1,2723,1.9,66.3,15.62,99.72,2,2231,3.0,168.9,17.13,0
32,180,4096,16,450,512,10,720,7.8,122.6,56.25,79.1,6,1087,3.1,136.2,14.0,0
16,250,2048,24,350,64,2,424,8.2,9.9,31.25,72.46,4,472,5.1,16.3,0.15,0
24,250,2048,24,300,64,9,707,8.6,35.9,93.75,103.56,5,580,4.5,14.8,3.13,0
24,125,10240,24,300,128,2,3763,14.4,78.4,10.42,110.24,5,3071,6.7,14.9,1.69,0
64,95,4096,48,350,512,26,1770,8.0,207.5,38.59,151.25,19,454,12.7,150.1,1.31,0
32,125,4096,24,450,64,7,1143,9.8,17.0,27.34,125.57,8,842,1.5,43.5,11.8,0
16,95,10240,16,300,64,3,3534,0.5,20.1,17.81,103.54,4,1371,4.0,39.6,16.19,0
8,95,10240,16,350,128,0,6519,5.7,50.9,0.0,222.82,2,2236,8.5,42.1,11.79,0
16,250,2048,24,350,64,2,278,6.4,18.6,31.25,47.51,5,550,2.3,5.1,13.76,0
8,125,10240,24,300,256,1,1598,7.1,16.7,15.62,46.82,2,6680,5.9,15.7,14.28,0
16,180,2048,16,450,64,0,943,2.0,17.2,0.0,207.2,4,559,0.9,11.9,19.95,0
16,180,2048,8,300,64,4,532,1.4,4.4,45.0,77.93,5,372,1.6,4.7,0.24,0
24,95,4096,48,200,128,3,1938,6.9,34.9,11.88,94.63,5,929,16.0,14.4,2.51,0
32,95,8192,16,300,256,8,4709,6.5,107.8,23.75,172.45,6,1851,2.7,76.1,11.07,0
64,250,10240,48,300,512,1,3989,10.5,83.6,3.91,116.87,13,1095,4.7,136.0,18.8,0
8,250,10240,24,350,512,1,5486,10.3,88.7,31.25,187.51,2,2964,2.0,84.2,12.55,0
32,125,2048,16,300,128,10,872,4.3,26.3,39.06,127.73,9,373,3.7,41.6,16.39,0
16,180,4096,16,350,64,2,623,3.4,7.0,22.5,53.23,8,3264,1.4,8.9,12.39,0
32,125,10240,16,350,256,6,2033,7.0,27.9,23.44,69.49,4,1469,2.7,45.7,17.07,0
8,125,2048,48,450,64,1,544,14.0,34.4,15.62,119.53,2,588,11.9,17.5,7.94,0
